State,District,Taluka_Ward,Facility_Name,Doctor_In_Charge,Doctor_Specialization,Total_Beds,Address,Postal_Code,Registration_Year,Status,Source_URL
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. PRASHANT MADHUSUDAN DEOSTHALI,DR. PRASHANT M DEOSTHALI,"MS BOM OPTH, DOMS MUM OPTH",3,SHIV MAHAL SION MAIN RD SION,400022,2005,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. RAJIV H KAMDAR,MR. RAJIV H KAMDAR,MD PEDIATRICS,5,"56,INDRALAYA SION MAIN ROAD SION",400022,1991,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,MR. VASANT JAYANTILAL KHETANI,DR. RAMESH NILKANTH KENKRE,MS D O R L,65,LTBH MARG LIION TARACHAND BAPA HOSPITAL MARG JAIN SOCIETY,400022,1989,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. MANU KASHINATH SOBTI,DR. MANU KASHINATH SOBTI,MS MCH DNB(URO),6,CHANCHAL SMRITI AMBEDKAR ROAD WADALA,400031,1989,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. LATHA S CHAUDHARI,DR. LATHA S CHAUDHARI,"MD,DA.ORIENTATION COURSE",72,SMT SR MEHTA &amp;am CARDIAC INST RD 31 SION,400022,2001,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. ULHAS YASHWANT KULKARNI,DR. ANJLI ULHAS KULKARNI,M.B.B.S,5,AALAP SIR BHALCHANDRA RD DADAR (E),400014,1997,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. SUDHIR S JOSHI,DR. SUDHIR SHRINIVAS JOSHI,MS ORTHO,16,SHRINIVAS L N RD DADAR E,400014,1980,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. NAND KISHORE ALLAHBADIA,DR. N. K. ALLAHBADIA,M.M.S.A,8,MY-NEST SEWRI-WADALA SCHEME NO.57 WADALA,400031,1988,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,MR. VIJAY I PANCHOLI,MS. * * *,*,2,JESHTARAM BAUG DR AMBEDKAR MARG DADAR TT CIRCLE,400014,2003,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. OMRAJ LOKESH RATOOD,MRS. NANDA VIJAY ABHYANKAR,MBBS,10,SARSWATI SADAN SCHEME NO.6 SION (E),400022,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. RAVINDRA RAMKRISHNA ABHYANKAR,DR. RAVINDRA RAMKRISHNA ABHYANKAR,"M.D.,D.P.M.,M.N.A.M.C.,F.I.P.S",7,CHAMAN HOUSE SION MAIN RD SION BUS DEPOT,400022,1990,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. NARENDRA  SHARMA,DR. RAJIV N SHARMA,MBBS(MUM),15,ANTOP HILL HOSPITAL S M D RD NR SION KOLIWADA,400037,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,MR. ADITYA AJIT PHADKE,DR. HEMA * KANNAN,M.B.B.S.,22,BHALCHANDRA BHUVAN SIR BHALCHANDRA RD. MATUNGA,400019,2008,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. SUDHA MADHUKAR LOKESHWAR,DR. MADHUKAR RAMCHANDRA LOKESHWAR,MD(PED),15,IMPERIAL MAHAL KHODADA CIRCLE DADAR(E),400014,2008,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. MANOJ KANTILAL PATRAWALA,DR. MANOJ KANTILAL PATRAWALA,MBBS MS,14,BHAGNARI SOCITY N S MANIKIKAR MARG SION-CHUNABHATI,400022,2008,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,MR. JERNAILSINGH PREMSINGH,MRS. SUREKHA BALKRISHNA SURVE,"S.S.C.,M W NURSES",12,KUM KUM GUJARAT SOCI SION MAIN ROAD SION WEST,400022,2008,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. MANISHA TRIMURTI NADKARNI,DR. MANISHA T NADKARNI,"MBBS,DGO,MD(GYN &amp;amp;amp;a",5,MAHADEO KUTIR ROAD 24 SION WEST,400022,2008,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. ASHOK GULAB SHANKAR MISHRA,MRS. RADHA T S,"H.S.C ,M.W.NURSES",10,MISTRY PARK BLDG 2 SHAIKH MISTRY DURGA ANTOP HILL,400037,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. VANDANA . WALVEKAR,DR. VANDANA .RAMCHANDRA WALVEKAR,"M.D.,D.G.O.,D.F.P.",4,SHUBH ASHIRWAD HINDU COLONY DADAR,400014,1990,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. RAMESH D POTDAR,MS. SUNADA . ACHAREKAR,HSC,3,HOSPITAL SAI KUNJ BILD DADAR,400014,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. KANKARIA TARA SHANKARLAL,DR. TARA SHANKAR KANKARIA,"BA,MFAM",10,KRISHNA BHAVAN ST RD SION (W),400022,1983,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. SHRIRAM MADHAV KHADILKAR,DR. SHRIRAM MADHAV KHADILKAR,MD OBSTRICT AND GYNAECOLOGY,4,STATUS CO OP HOUSING SOCIETY LTD. PLOT NO 33 DADAR EAST,400014,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,MR. HITESH INDRAVADAN PARIKH,Not Listed,MD. DGO.,30,19A PALI RD. BANDRA-W,400050,1990,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. BHUPENDRA S. AVASTHI,DR. BHUPENDRA S. AVASTHI,M.D. (PAED),75,MANGAL ASHIRWAD JUNCTION OF S.V.ROAD SANTACRUZ (W),400054,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. SUBASH J. PENKAR,MRS. USHA J PENKAR,"B SC,BPN",2,PATKAR MATERNITY HOM HILL ROAD BANDRA (W),400050,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. SHOUNAK BHUPENDRA PAREKH,DR. SHOUNAK BHUPENDRA PAREKH,"MS(MUM)DNBE,DOMS,FCPS,MNAMS",4,DIAMOND PALACE 15 - A HILL ROAD OPP. BANDRA POLICE STN.,400050,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. RAJEEV VISHINDAS PUNJABI,DR. RAJEEV VISHINDAS PUNJABI,"DNB,FCPS",15,SHYAM KRIPA 15 TH ROAD KHAR (W),400052,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. AVINASH  D SOUZA,MRS. AVINASH ALAN DESOUSA,MD DPM,25,KHAR SEVEN STARS CHS JN. OF 24 TH KHAR (W),400052,1975,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. RYAN BOSCO DSOUZA,DR. RYAN BOSCO DSOUZA,"M.B.B.S,M.S,D.N.B",4,HILTON C.H.S. LTD 1ST FLOOR OPP. ELCO MARKET,400050,2008,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. VAISHAL PRAVIN KENIA,DR. VAISHAL PRAVIN KENIA,M.S. (OPTHALMIC SURGON ),8,"RIZVI NAGAR D-102,C-101,C-102, SH. NO. 10-13 SANTACRUZ- W",400054,2010,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. KUMAR KISHICHAND MULCHANDANI,MR. KUMAR KISHANCHAND MULCHANDANI,M.D. ( PED. ),22,G.M.MEDICAL CENTER S.V. ROAD KHAR-W,400052,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bandra,DR. BHUPENDRA SURYANARAYAN AVASTHI,DR. BHUPENDRA SURYANARAYAN AVASTHI,"MD, DCH, FCPS, MNAMS",125,"1ST BASEMENT, GRD FL 1ST - 2ND-3RD AND 4TH FLOOR OF &quot;V.F SANTACRUZ (WEST)",400054,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. PARAS PUNAMIYA,DR. PALLAVI . LANIEWAR,M.D.,20,Inder Tower Gokhale Road Dadar (W),400028,2006,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. KAMLESH NATVARLAL PARIKH,DR. K. N. PARIKH,M.B.B.S.,13,PARIKH NURSING HOME RAMODIYA MENSION NO.1 WORLI,400030,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. SAROJ VINOD DESAI,DR. VINOD L DESAI,M B B S,25,7-8-SHUBHASHISH SHUBHASHISH N M JOSHI MARG,400011,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. JAWANT SHANTARAM NERURKAR,DR. DWYNNESH JAYAWANT NERURKAR,M.B.B.S.,5,PRITHVI VANDAN CHS N. M. JOSHI MARG DELISLE ROAD,400013,1976,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. MADHAV NARAYAN SATHE,DR. SAROJ  SATHE,M.D.D.A.,40,B.D.D. CHAWL NO.50 DR. G. M. BHOSALE MARG WORLI,400018,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. MADHAV NARAYAN SATHE,DR. MUGDHA TARUN AGARWAL,M.D.D.G.O.,40,B.D.D. CHAWL NO.31 N. M. JOSHI MARG DELISLE ROAD,400013,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,MR. GOPINATH N. SHENOY,DR. GOPINATH N. SHENOY,MD DGO,22,SHENOY BLDG. G.K.MARG. LOWER PAREL,400013,2009,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. JAYAWANT SHANTARAM NERURKAR,Not Listed,"M B B S , GFAM,M D,DSA C MMPC",5,PRITHVI-VANDAN CHS N M JOSHI MARG DELISLE RD,400013,2011,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,MR. SUNIL SAREMAL JAIN,MR. SUNIL SAREMAL JAIN,"D.N.B, FCPS, DO, DOMS, MBBS",1,"WORLI PANKAJ MANSION C.H.S, 8, WORLI",400018,2013,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Elphinstone,DR. ASHA ATUL RAJADHYAKSHA,DR. ASHA ATUL RAJADHYAKSHA,MD. GYNAEC / OBSTETRICS,4,MATRUCHHAYA HATISKAR MARG PRABHADEVI SEA FACE,400025,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. JANAKI  RAMKRISHNA,DR. JANAKI * R.,DOCTOR,10,PRASHANTI NUR.HOME VIDYA DHAM C.S.T.ROAD SANTACRUZ EAST,400055,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. VIRENDRA RAMMURAT TIWARI,DR. RAJKUMAR - TRIPATHI,M.S.,20,KIRAN KUNJ VAKOLA PIPE LINE SANTACRUZ (E),400055,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. RAEES R QURESHI,Not Listed,L.C.E.H.(HOMOPATEIC),25,"NEAR RAIL WAY STATIO JN.OF 6TH NEHARU ROAD, SANTACURZ (E)",400055,1984,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,MR. RAJENDRA MARUTI BORADE,DR. AVINASH  DESAI,M.D.,18,MAHATMA NAGAR 7TH GOLIBAR ROAD SANTACRUZ (E),400055,2004,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. C M PUJARI,DR. C M POOJARI,MBBS.MD,10,"NEW SHOPPING CENTER GOVT. COLONY, BANDRA (E)",400051,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. VIKRAM N. MEHTA,DR. HEMANT T. MEHATA,"MBBS,MS",8,OLD ANAND NAGAR BESS ROAD SANTACRUZ (E),400055,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. DEVIDAS N VADGAONKAR,DR. ANSAMMA  LOKOSE,M.D.,6,"YASHWANT , NEAR KHERWADI SIGNAL BANDRA (E)",400051,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. ANUPAM ANANT KARMAKAR,DR. ANUPAM ANANT KARMAKAR,D H M S,120,GANDHI NAGAR - BANDRA (E),400051,1994,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. VITTHAL L MANE,DR. V L MANE,MBBS,18,GOVT COLONY HARI MANDIR ROAD BANDRA (E),400051,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,MR. TEJASWINI E.JADHAV JOHN P. CARVALHO,DR. JOHN P CARVALHO,M.D.(PEDIATRICIAN) D.C.H.,8,"TIRUPATI APARATMENT, FIRST FLOOR,OPP UNIVERCITY KALINA SANTACRUZ(E)",400098,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. K N SINGH,DR. NITIN B RAO,MD.DGO,8,SADASHIV CHS. 6TH ROAD SANTACRUZ (E),400055,1978,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. DEVIDAS N VADGAONKAR,Not Listed,"MBBS,MD (GYNAEC)",6,"SAHAJEEVEN HSG.CO-OP SOC.,KHERNAGAR BANDRA (E)",400051,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. DEEPAK KANTILAL SHETH,DR. DEEPAK K. SHETH,M.S.,6,SANTACRUZ MENSION NEHRU ROAD SANTACRUZ(E),400055,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,MRS. VIDYA GAWRI SURUP SINGH PADVI,DR. ANUPRITA R DUGGAL,"M.D,DGO",25,TEJ BAHADUR SING CHL DATTA MANDIR ROAD SANTACRUZ(E),400055,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. BHARAT M TIWARI,DR. SURESH  SAWARDEKAR,MD,20,KALINA VILLAGE CHARCH  ROAD SANTACRUZ(E),400055,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. BHAGUNDE KASHINATH SONAPPA,DR. K S BHAGUNDE,MBBS,15,- CSM ROAD SANTACRUZ (E),400055,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. MOHAN K RAUT,DR. MOHAN - RAUT,MD.DGO,10,KARLOTON APARTMENT VAKOLA VILLAGE ROAD SANTACRUZ (E),400055,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. NIRANJAN UMESH JOSHI,DR. NIRANJAN UMESH JOSHI,MD,30,"KADAM WADI, OPP S.T.ANTHONY STREET SANTACRUZ (E)",400098,2005,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. BHARAT RADHAKISHAN AGARWAL,MR. BHARAT R. AGARWAL,"M.D D.C.H.,D.N.B.",15,GANDHI NAGAR - BANDRA (E),400051,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. UDAY R SHETTY,DR. PRATIMA B BETAGIRI,MBBS,9,SUNDAR NAGAR CST ROAD SANTACRUZ(E),400098,2006,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. NITIN  BALKRISNAN,DR. NITIN  BALKRISNAN,"M.S., D.O.M.S.",4,"CHISTANA APT, KALINA VILLAGE ROAD SANTACRUZ(E)",400029,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. CHANDRASHEKHAR RAGHUNATH DOUND,DR. VIKRAM - BADHE,MD,20,"SARVODAYA CHS LTD AMRUT NAGAR ,  KHERWADI, BANDRA (E)",400051,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. ARVIND M PANDYA,DR. ARVILND M PANDYA,MD.DGO,5,- NEHARU ROAD SANTACRUZ(E),400055,1976,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. DEEPAK.RAMANAND.HATTANGADI .DR.SARITA DEEPAK HATTANGADI,MRS. SARITA DEEPAK HATTANGADI,"M.D, DGO.",6,"GOMES CHS 4TH ROAD,TPS III SANTACRUZ (E)",400055,1992,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. RAMAKANT - PANDA,DR. RAMAKANT - PANDA,MD,230,OPP ICICI TOWER BANDRA KURAL COMPLEX BANDRA (E),400051,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. SATISH PUKHRAJ MUTHA,DR. ARATI B. JAIN,M.B.B.S.,5,ANAND NAGAR NR. VAKOLA POLICE STN SANTACRUZ (E),400055,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. ARVIND MUGATLAL PANDYA,DR. ARVIND M. PANDYA,M.D. D.G.O. DFP[CPS],5,"3-4,PUSHPAKYNJ NEHRU ROAD SANTACRUZ ( E )",400055,1976,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,MR. ARVIND M. PANDYA,DR. ARVIND  PANDYA,M. D.,5,PUSHPAKUNJ N. H. NEHARU ROAD SANTACRUZ ( E ),400055,1976,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Khar/Santacruz,DR. RASHMI VERNON SEQUEIRA,DR. R. V. SEQUERA,"M.B.B.S.,M.D,D.G.O",10,MARYANNE HEIGHTS 3RD RD. SANTACRUZR (E),400055,2012,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Dahisar,DR. ANAND P. MAHAMBARE,DR. ANAND P. MAHAMBARE,M.D. D.E.H.,14,"A-5,A-6,B-6, GR.FLR.,SAIMANDIR BLDG., DAHISAR (E)",400068,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Dahisar,SMT. DARSHINI A GANDHI,DR. SANJAY . KUMAR,MBBS,15,"CHANDRA APT., MANDPESHWAR RD., BORIVALI (W)",400103,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Dahisar,DR. HRIDAYNARAYAN B. MISHRA,MRS. RESHMA S. SAWANT,H.SC.,12,"DHANWANTARY HOSPITAL RAWAL PADA, S.N. DUBEY RD. OPP. FISH MAR DAHISAR/E",400068,2001,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Dahisar,DR. KAUSTUBH D. KULKARNI /DR. RAVINDRA B. BAGWE,DR. KAUSTUBH DIGAMBAR KULKARNI,"MD, DGO, FCPS, DNBE.",10,"SAI ASHISH II, SAVARKAR NGR. SANT DNYANESHWAR MARG, BORIVALI/E",400066,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Dahisar,MRS. DR ANITA  MAYEKAR,Not Listed,M B B S,6,umang society RUKSHAN NAGAR BORIVILI EAST,400068,1992,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
