disease_id,disease_name,primary_specialty,secondary_specialties,matched_organ_system_scores,primary_specialty_score,total_matched_phenotype_scores,routing_confidence,clinical_genetics_referral,mapping_method,source_hpoa_version,hpo_annotation_source_url,specialty_taxonomy_reference_url,clinical_review_required
OMIM:300400,"Severe combined immunodeficiency, X-linked",Clinical Immunology / Rheumatology,Endocrinology / Metabolic Medicine; Hematology; Clinical Genetics,immune_connective_tissue:17; endocrine_metabolic_system:8; blood_system:8; integument:2; digestive_system:2; respiratory_system:2; cardiovascular_system:1; nervous_system:1; development_and_growth:1,17,42,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300434,"Intellectual developmental disorder, X-linked, syndromic, Stocco dos Santos type",Neurology,Orthopedics; Ophthalmology; Clinical Genetics,nervous_system:7; skeletal_system:6; eye:2; integument:1; digestive_system:1; development_and_growth:1,7,18,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300861,"Intellectual developmental disorder, X-linked syndromic, Chudley-Schwartz type",Neurology,Clinical Immunology / Rheumatology; Dermatology; Clinical Genetics,nervous_system:8; immune_connective_tissue:3; integument:3; endocrine_metabolic_system:3; blood_system:3; skeletal_system:3; ear:1; eye:1,8,25,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300869,Chromosome xq27.3-q28 duplication syndrome,Neurology,Paediatrics / Neonatology; Endocrinology / Metabolic Medicine; Clinical Genetics,nervous_system:5; development_and_growth:4; endocrine_metabolic_system:3; genitourinary_system:3; skeletal_system:2; integument:1; eye:1,5,19,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:301013,"Intellectual developmental disorder, X-linked 107",Neurology,ENT / Audiology; Orthopedics; Clinical Genetics,nervous_system:8; ear:3; skeletal_system:2; development_and_growth:1,8,14,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:301050,"Alport syndrome, X-linked",Nephrology / Urology,Ophthalmology; Endocrinology / Metabolic Medicine; Clinical Genetics,genitourinary_system:8; eye:5; endocrine_metabolic_system:3; integument:2; cardiovascular_system:1; immune_connective_tissue:1; ear:1; blood_system:1; neoplasm:1,8,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:301058,Developmental and epileptic encephalopathy 90,Neurology,Clinical Genetics,nervous_system:12; digestive_system:2; cardiovascular_system:1; endocrine_metabolic_system:1; genitourinary_system:1; skeletal_system:1; development_and_growth:1; respiratory_system:1,12,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:301078,"Immunodeficiency 98 with autoinflammation, X-linked",Clinical Immunology / Rheumatology,Hematology; Clinical Genetics,immune_connective_tissue:14; blood_system:9; cardiovascular_system:2; endocrine_metabolic_system:2; digestive_system:2; integument:1; ear:1; development_and_growth:1,14,32,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:310600,Norrie disease,Ophthalmology,Neurology; Clinical Genetics,eye:13; nervous_system:6; ear:1,13,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600145,Sacral defect with anterior meningocele,Neurology,Orthopedics; Clinical Immunology / Rheumatology; Clinical Genetics,nervous_system:10; skeletal_system:4; immune_connective_tissue:3; digestive_system:2; genitourinary_system:2; integument:1; neoplasm:1,10,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600175,"Neuronopathy, distal hereditary motor, type VIII",Orthopedics,Clinical Immunology / Rheumatology; Neurology; Clinical Genetics,skeletal_system:7; immune_connective_tissue:4; nervous_system:2; endocrine_metabolic_system:1; development_and_growth:1,7,15,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600204,"Epiphyseal dysplasia, multiple, 2",Orthopedics,Clinical Genetics,skeletal_system:12; nervous_system:2; development_and_growth:1,12,15,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600460,"Cleft palate, cardiac defect, genital anomalies, and ectrodactyly",Cardiology,Nephrology / Urology; ENT / Audiology; Clinical Genetics,cardiovascular_system:5; genitourinary_system:4; ear:3; nervous_system:2; skeletal_system:2; eye:1; development_and_growth:1; respiratory_system:1,5,19,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600561,Spondyloepiphyseal dysplasia with atlantoaxial instability,Orthopedics,Neurology; Clinical Genetics,skeletal_system:9; nervous_system:6; development_and_growth:1; respiratory_system:1,9,17,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:600775,Craniosynostosis 4,Orthopedics,Neurology; Ophthalmology; Clinical Genetics,skeletal_system:9; nervous_system:6; eye:3; endocrine_metabolic_system:1,9,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:601462,"Myasthenic syndrome, congenital, 1A, slow-channel",Neurology,Ophthalmology; Gastroenterology / Hepatology; Clinical Genetics,nervous_system:5; eye:3; digestive_system:2; immune_connective_tissue:1; respiratory_system:1,5,12,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:603689,"Myopathy, myofibrillar, 9, with early respiratory failure",Pulmonology,Orthopedics; Clinical Genetics,respiratory_system:3; skeletal_system:2; immune_connective_tissue:1; endocrine_metabolic_system:1; nervous_system:1,3,8,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:604563,"Charcot-Marie-Tooth disease, type 4B2",Neurology,Orthopedics; Clinical Genetics,nervous_system:9; skeletal_system:3; ear:1; eye:1,9,14,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:604757,Craniosynostosis 2,Orthopedics,Ophthalmology; Neurology; Clinical Genetics,skeletal_system:11; eye:4; nervous_system:3,11,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:605259,Spinocerebellar ataxia 13,Neurology,Clinical Genetics,nervous_system:15; eye:3; ear:1,15,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:605911,HMG-CoA synthase-2 deficiency,Endocrinology / Metabolic Medicine,Gastroenterology / Hepatology; Neurology; Clinical Genetics,endocrine_metabolic_system:12; digestive_system:5; nervous_system:4; genitourinary_system:3,12,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:606408,"Ehlers-Danlos syndrome, classic-like",Dermatology,Nephrology / Urology; Cardiology; Clinical Genetics,integument:6; genitourinary_system:4; cardiovascular_system:3; immune_connective_tissue:3; digestive_system:1; blood_system:1; skeletal_system:1,6,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607016,Scheie syndrome,Orthopedics,Neurology; Cardiology; Clinical Genetics,skeletal_system:5; nervous_system:4; cardiovascular_system:3; eye:3,5,15,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607225,"Spastic paralysis, infantile-onset ascending",Neurology,Clinical Genetics,nervous_system:11; eye:2; skeletal_system:2; immune_connective_tissue:1; digestive_system:1; genitourinary_system:1,11,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607371,"Dystonia, juvenile-onset",Neurology,Gastroenterology / Hepatology; Orthopedics; Clinical Genetics,nervous_system:10; digestive_system:3; skeletal_system:3; ear:1; eye:1; development_and_growth:1,10,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607706,"Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomalrecessive",Neurology,Clinical Genetics,nervous_system:11; skeletal_system:2; immune_connective_tissue:1,11,14,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608423,"Muscular dystrophy, limb-girdle, autosomal dominant 2",Neurology,Orthopedics; Clinical Genetics,nervous_system:3; skeletal_system:3; immune_connective_tissue:1; endocrine_metabolic_system:1; digestive_system:1; eye:1; respiratory_system:1,3,11,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608636,Chromosome 15q11-q13 duplication syndrome,Neurology,Clinical Genetics,nervous_system:18; endocrine_metabolic_system:1,18,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608654,"Neuropathy, hereditary sensory and autonomic, type V",Neurology,Orthopedics; Dermatology; Clinical Genetics,nervous_system:8; skeletal_system:4; integument:2; digestive_system:2; immune_connective_tissue:1; endocrine_metabolic_system:1; genitourinary_system:1,8,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:609541,"Spastic paraplegia, optic atrophy, and neuropathy",Neurology,Orthopedics; Ophthalmology; Clinical Genetics,nervous_system:11; skeletal_system:4; eye:3; immune_connective_tissue:1; integument:1,11,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:609981,Immunodeficiency 54,Clinical Immunology / Rheumatology,Paediatrics / Neonatology; Endocrinology / Metabolic Medicine; Clinical Genetics,immune_connective_tissue:5; development_and_growth:5; endocrine_metabolic_system:3; nervous_system:3; respiratory_system:3; cardiovascular_system:2; digestive_system:2; blood_system:2; integument:1; neoplasm:1; skeletal_system:1,5,28,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:610756,Cerebrooculofacioskeletal syndrome 2,Orthopedics,Ophthalmology; Paediatrics / Neonatology; Clinical Genetics,skeletal_system:5; eye:4; development_and_growth:3; integument:2; genitourinary_system:2; nervous_system:2; immune_connective_tissue:1; ear:1,5,20,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:610968,"Osteogenesis imperfecta, type XI",Orthopedics,Clinical Genetics,skeletal_system:11; immune_connective_tissue:1; integument:1; ear:1; endocrine_metabolic_system:1; eye:1; development_and_growth:1,11,17,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:612079,"Alopecia, neurologic defects, and endocrinopathy syndrome",Neurology,Dermatology; Endocrinology / Metabolic Medicine; Clinical Genetics,nervous_system:5; integument:4; endocrine_metabolic_system:4; skeletal_system:3; immune_connective_tissue:2; development_and_growth:2; genitourinary_system:1,5,21,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:612233,"Leukodystrophy, hypomyelinating, 4",Neurology,Clinical Genetics,nervous_system:11; endocrine_metabolic_system:2; eye:2; skeletal_system:2; immune_connective_tissue:1; digestive_system:1; genitourinary_system:1; respiratory_system:1,11,21,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:612626,Chromosome 15q26-qter deletion syndrome,Orthopedics,Paediatrics / Neonatology; Nephrology / Urology; Clinical Genetics,skeletal_system:4; development_and_growth:4; genitourinary_system:3; nervous_system:3; cardiovascular_system:1; ear:1; eye:1,4,17,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:612656,"Episodic ataxia, type 6",Neurology,Ophthalmology; Clinical Genetics,nervous_system:13; eye:4; digestive_system:2; ear:1,13,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613280,Hypermanganesemia with dystonia 1,Neurology,Endocrinology / Metabolic Medicine; Gastroenterology / Hepatology; Clinical Genetics,nervous_system:11; endocrine_metabolic_system:4; digestive_system:3; blood_system:1,11,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613807,"Ciliary dyskinesia, primary, 14",Pulmonology,Clinical Immunology / Rheumatology; Clinical Genetics,respiratory_system:13; immune_connective_tissue:6; genitourinary_system:3; cardiovascular_system:2; ear:1; digestive_system:1; skeletal_system:1; development_and_growth:1,13,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613812,"Bile acid synthesis defect, congenital, 3",Gastroenterology / Hepatology,Endocrinology / Metabolic Medicine; Clinical Genetics,digestive_system:14; endocrine_metabolic_system:5; cardiovascular_system:2; immune_connective_tissue:2; blood_system:2; integument:1; development_and_growth:1,14,27,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613834,Multisystemic smooth muscle dysfunction syndrome,Cardiology,Neurology; Pulmonology; Clinical Genetics,cardiovascular_system:12; nervous_system:3; respiratory_system:3; digestive_system:2; eye:2; genitourinary_system:1,12,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613843,Leber congenital amaurosis 15,Ophthalmology,Clinical Genetics,eye:19; nervous_system:2; cardiovascular_system:1,19,22,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613951,"Fanconi anemia, complementation group P",Orthopedics,Dermatology; Nephrology / Urology; Clinical Genetics,skeletal_system:5; integument:3; genitourinary_system:3; blood_system:2; development_and_growth:2; ear:1; endocrine_metabolic_system:1; nervous_system:1; neoplasm:1,5,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614306,Cognitive impairment with or without cerebellar ataxia,Neurology,Ophthalmology; Clinical Genetics,nervous_system:13; eye:5; development_and_growth:1,13,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614450,"Hypothyroidism, congenital, nongoitrous, 6",Endocrinology / Metabolic Medicine,Orthopedics; Paediatrics / Neonatology; Clinical Genetics,endocrine_metabolic_system:3; skeletal_system:3; development_and_growth:3; digestive_system:2; nervous_system:2; immune_connective_tissue:1; integument:1; blood_system:1; eye:1,3,17,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614732,"Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasiacongenita, and genital anomalies",Orthopedics,Endocrinology / Metabolic Medicine; Nephrology / Urology; Clinical Genetics,skeletal_system:5; endocrine_metabolic_system:4; genitourinary_system:4; nervous_system:2; development_and_growth:2; ear:1,5,18,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614846,Tetrasomy 15q26,Orthopedics,Neurology; Cardiology; Clinical Genetics,skeletal_system:5; nervous_system:4; cardiovascular_system:3; ear:2; genitourinary_system:2; immune_connective_tissue:1; eye:1; development_and_growth:1,5,19,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614883,Peroxisome biogenesis disorder 11A (Zellweger),Neurology,Nephrology / Urology; Orthopedics; Clinical Genetics,nervous_system:5; genitourinary_system:2; skeletal_system:2; endocrine_metabolic_system:1; digestive_system:1; development_and_growth:1; respiratory_system:1,5,13,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614920,Peroxisome biogenesis disorder 14B,Neurology,Ophthalmology; Clinical Genetics,nervous_system:9; eye:5; genitourinary_system:2; integument:1; ear:1,9,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614941,"Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive",Dermatology,Clinical Genetics,integument:11; immune_connective_tissue:1; respiratory_system:1,11,13,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615095,"Microcephaly 10, primary, autosomal recessive",Neurology,Orthopedics; Clinical Genetics,nervous_system:11; skeletal_system:3; development_and_growth:2; immune_connective_tissue:1; eye:1,11,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615145,"Microphthalmia, isolated, with coloboma 9",Ophthalmology,Clinical Genetics,eye:13; nervous_system:3; ear:2,13,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615181,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11)",Neurology,Ophthalmology; Clinical Genetics,nervous_system:12; eye:6; endocrine_metabolic_system:1,12,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615300,Perrault syndrome 4,Nephrology / Urology,Neurology; Endocrinology / Metabolic Medicine; Clinical Genetics,genitourinary_system:7; nervous_system:5; endocrine_metabolic_system:2; skeletal_system:2; development_and_growth:2; ear:1; eye:1,7,20,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615438,Infantile liver failure syndrome 1,Neurology,Orthopedics; Endocrinology / Metabolic Medicine; Clinical Genetics,nervous_system:4; skeletal_system:4; endocrine_metabolic_system:3; digestive_system:3; blood_system:3; ear:1; development_and_growth:1,4,19,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615468,Immunodeficiency 12,Clinical Immunology / Rheumatology,Orthopedics; Paediatrics / Neonatology; Clinical Genetics,immune_connective_tissue:10; skeletal_system:3; development_and_growth:3; blood_system:2; respiratory_system:2; integument:1; endocrine_metabolic_system:1; digestive_system:1,10,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
