disease_id,disease_name,primary_specialty,secondary_specialties,matched_organ_system_scores,primary_specialty_score,total_matched_phenotype_scores,routing_confidence,clinical_genetics_referral,mapping_method,source_hpoa_version,hpo_annotation_source_url,specialty_taxonomy_reference_url,clinical_review_required
OMIM:162300,"Multiple endocrine neoplasia, type IIB",Endocrinology / Metabolic Medicine,Orthopedics; Gastroenterology / Hepatology; Clinical Genetics,endocrine_metabolic_system:6; skeletal_system:5; digestive_system:4; nervous_system:4; neoplasm:3; integument:2; development_and_growth:2; genitourinary_system:1,6,27,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:176690,Progeroid short stature with pigmented nevi,Clinical Immunology / Rheumatology,Cardiology; Endocrinology / Metabolic Medicine; Clinical Genetics,immune_connective_tissue:6; cardiovascular_system:3; endocrine_metabolic_system:3; genitourinary_system:3; nervous_system:3; eye:3; development_and_growth:3; integument:2; ear:2; digestive_system:2; skeletal_system:2; blood_system:1,6,33,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:184252,"Spondylometaphyseal dysplasia, Kozlowski type",Orthopedics,Clinical Genetics,skeletal_system:24; immune_connective_tissue:1; nervous_system:1; development_and_growth:1,24,27,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:190351,"Trichorhinophalangeal syndrome, type III",Orthopedics,Dermatology; Clinical Genetics,skeletal_system:12; integument:4; ear:1; nervous_system:1; development_and_growth:1,12,19,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:222300,Wolfram syndrome 1,Neurology,Ophthalmology; Nephrology / Urology; Clinical Genetics,nervous_system:9; eye:5; genitourinary_system:4; endocrine_metabolic_system:3; blood_system:3; cardiovascular_system:2; ear:2; digestive_system:1; skeletal_system:1; development_and_growth:1,9,31,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:224050,"Cerebellar hypoplasia, impaired intellectual development, and dysequilibrium syndrome 1",Neurology,Clinical Genetics,nervous_system:22; eye:3; development_and_growth:1,22,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:225500,Ellis-Van creveld syndrome,Orthopedics,Clinical Genetics,skeletal_system:13; genitourinary_system:3; cardiovascular_system:2; integument:2; nervous_system:2; development_and_growth:2,13,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:230400,Galactosemia,Endocrinology / Metabolic Medicine,Gastroenterology / Hepatology; Nephrology / Urology; Clinical Genetics,endocrine_metabolic_system:14; digestive_system:7; genitourinary_system:6; nervous_system:3; blood_system:2; integument:1; eye:1; development_and_growth:1,14,35,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:230900,"Gaucher disease, type II",Neurology,Gastroenterology / Hepatology; Pulmonology; Clinical Genetics,nervous_system:9; digestive_system:6; respiratory_system:5; eye:4; immune_connective_tissue:3; cardiovascular_system:2; blood_system:2; skeletal_system:1; development_and_growth:1,9,33,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:231095,Ghosal hematodiaphyseal syndrome,Hematology,Orthopedics; Clinical Immunology / Rheumatology; Clinical Genetics,blood_system:12; skeletal_system:10; immune_connective_tissue:3; endocrine_metabolic_system:2; cardiovascular_system:1; digestive_system:1; nervous_system:1; development_and_growth:1,12,31,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:241800,Pallister-Hall-like syndrome,Orthopedics,Neurology; Clinical Genetics,skeletal_system:11; nervous_system:10; genitourinary_system:2; neoplasm:2; cardiovascular_system:1; endocrine_metabolic_system:1; development_and_growth:1; respiratory_system:1,11,29,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:263750,Postaxial acrofacial dysostosis,Orthopedics,ENT / Audiology; Nephrology / Urology; Clinical Genetics,skeletal_system:10; ear:3; genitourinary_system:3; digestive_system:2; development_and_growth:2,10,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:269300,Craniometadiaphyseal dysplasia,Orthopedics,Clinical Genetics,skeletal_system:17; ear:1; endocrine_metabolic_system:1; nervous_system:1; eye:1; development_and_growth:1; respiratory_system:1,17,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:277410,"Methylmalonic aciduria and homocystinuria, cblD type",Neurology,Endocrinology / Metabolic Medicine; Ophthalmology; Clinical Genetics,nervous_system:12; endocrine_metabolic_system:9; eye:3; blood_system:2; genitourinary_system:2; digestive_system:1,12,29,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300215,"Lissencephaly, X-linked, 2",Neurology,Nephrology / Urology; Clinical Genetics,nervous_system:11; genitourinary_system:3; digestive_system:2; skeletal_system:2; ear:1; eye:1,11,20,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300244,Terminal osseous dysplasia,Orthopedics,Clinical Genetics,skeletal_system:14; immune_connective_tissue:3; eye:3; integument:2; ear:1; neoplasm:1,14,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300842,Mcleod syndrome,Neurology,Endocrinology / Metabolic Medicine; Cardiology; Clinical Genetics,nervous_system:14; endocrine_metabolic_system:6; cardiovascular_system:4; digestive_system:2; immune_connective_tissue:1; blood_system:1,14,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:300983,"Intellectual developmental disorder, X-linked 104",Neurology,Clinical Genetics,nervous_system:18; eye:3; skeletal_system:2; integument:1; ear:1,18,25,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:301133,"Congenital disorder of glycosylation, type 1DD",Gastroenterology / Hepatology,Neurology; Clinical Immunology / Rheumatology; Clinical Genetics,digestive_system:6; nervous_system:5; immune_connective_tissue:3; integument:3; ear:3; skeletal_system:3; respiratory_system:3; cardiovascular_system:2; endocrine_metabolic_system:1; eye:1; development_and_growth:1,6,31,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:601005,Timothy syndrome,Cardiology,Endocrinology / Metabolic Medicine; Neurology; Clinical Genetics,cardiovascular_system:11; endocrine_metabolic_system:4; nervous_system:4; immune_connective_tissue:3; respiratory_system:3; skeletal_system:1; development_and_growth:1,11,27,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:601455,"Charcot-Marie-Tooth disease, type 4D",Neurology,Clinical Genetics,nervous_system:15; eye:3; skeletal_system:3; ear:2; immune_connective_tissue:1; endocrine_metabolic_system:1,15,25,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:601701,Arthrogryposis and ectodermal dysplasia,Dermatology,Orthopedics; Clinical Immunology / Rheumatology; Clinical Genetics,integument:10; skeletal_system:7; immune_connective_tissue:5; endocrine_metabolic_system:1; nervous_system:1; eye:1; development_and_growth:1,10,26,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:602522,"Bartter syndrome, type 4A, neonatal, with sensorineural deafness",Endocrinology / Metabolic Medicine,Nephrology / Urology; Paediatrics / Neonatology; Clinical Genetics,endocrine_metabolic_system:11; genitourinary_system:11; development_and_growth:5; nervous_system:4; ear:1,11,32,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:602875,"Acromesomelic dysplasia, Maroteaux type",Orthopedics,Clinical Genetics,skeletal_system:22; integument:2; nervous_system:1; development_and_growth:1,22,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:605013,Microhydranencephaly,Neurology,Clinical Genetics,nervous_system:17; skeletal_system:2; development_and_growth:2; immune_connective_tissue:1; integument:1; ear:1; eye:1,17,25,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:606159,Neurodegeneration with brain iron accumulation 3,Neurology,Clinical Genetics,nervous_system:25; endocrine_metabolic_system:1; digestive_system:1,25,27,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607317,"Spinocerebellar ataxia, autosomal recessive 4",Neurology,Clinical Genetics,nervous_system:20; eye:3; skeletal_system:1,20,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607326,Smith-Mccort dysplasia 1,Orthopedics,Clinical Genetics,skeletal_system:25; nervous_system:3; development_and_growth:2,25,30,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:607684,"Charcot-Marie-Tooth disease, axonal, type 2E",Neurology,Orthopedics; Clinical Genetics,nervous_system:12; skeletal_system:3; immune_connective_tissue:2; eye:1,12,18,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608093,"Congenital disorder of glycosylation, type Ij",Neurology,Orthopedics; Dermatology; Clinical Genetics,nervous_system:9; skeletal_system:4; integument:3; endocrine_metabolic_system:3; eye:3; respiratory_system:2; immune_connective_tissue:1; digestive_system:1; blood_system:1; genitourinary_system:1,9,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608840,"Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6",Neurology,Clinical Genetics,nervous_system:14; immune_connective_tissue:3; skeletal_system:3; eye:2; endocrine_metabolic_system:1; development_and_growth:1,14,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:608885,Stomatin-deficient cryohydrocytosis with neurologic defects,Neurology,Endocrinology / Metabolic Medicine; Paediatrics / Neonatology; Clinical Genetics,nervous_system:13; endocrine_metabolic_system:4; development_and_growth:4; digestive_system:3; eye:3; blood_system:2; skeletal_system:2; cardiovascular_system:1; immune_connective_tissue:1; integument:1,13,34,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:610217,Neurodegeneration with brain iron accumulation 2B,Neurology,Clinical Genetics,nervous_system:23; eye:3; digestive_system:2,23,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:612780,SESAME syndrome,Neurology,Endocrinology / Metabolic Medicine; Nephrology / Urology; Clinical Genetics,nervous_system:12; endocrine_metabolic_system:10; genitourinary_system:6; cardiovascular_system:1; ear:1; development_and_growth:1,12,31,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613001,Encephalocraniocutaneous lipomatosis,Neurology,Cardiology; Dermatology; Clinical Genetics,nervous_system:12; cardiovascular_system:4; integument:4; neoplasm:4; eye:4; immune_connective_tissue:3; genitourinary_system:3; skeletal_system:1; respiratory_system:1,12,36,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613404,"Arthrogryposis, renal dysfunction, and cholestasis 2",Endocrinology / Metabolic Medicine,Nephrology / Urology; Gastroenterology / Hepatology; Clinical Genetics,endocrine_metabolic_system:8; genitourinary_system:6; digestive_system:4; integument:3; nervous_system:3; skeletal_system:3; cardiovascular_system:2; immune_connective_tissue:2; ear:1; development_and_growth:1,8,33,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613673,"Anemia, dyserythropoietic congenital, type IV",Hematology,Endocrinology / Metabolic Medicine; Clinical Genetics,blood_system:13; endocrine_metabolic_system:6; cardiovascular_system:3; digestive_system:3; development_and_growth:3; immune_connective_tissue:2; genitourinary_system:2; skeletal_system:2,13,34,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:613686,"Spondylocostal dysostosis 4, autosomal recessive",Orthopedics,Cardiology; Neurology; Clinical Genetics,skeletal_system:12; cardiovascular_system:5; nervous_system:5; respiratory_system:3; digestive_system:2; genitourinary_system:1; development_and_growth:1,12,29,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614078,"Chondrodysplasia with joint dislocations, Gpapp type",Orthopedics,Clinical Genetics,skeletal_system:20; ear:1; eye:1; development_and_growth:1,20,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614458,Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type),Neurology,Clinical Genetics,nervous_system:20; endocrine_metabolic_system:4; eye:2; cardiovascular_system:1; ear:1; genitourinary_system:1; skeletal_system:1,20,30,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614688,Pontine tegmental cap dysplasia,Neurology,Ophthalmology; Orthopedics; Clinical Genetics,nervous_system:14; eye:6; skeletal_system:4; digestive_system:2; ear:1; development_and_growth:1; respiratory_system:1,14,29,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:614831,"Spinocerebellar ataxia, autosomal recessive 13",Neurology,Ophthalmology; Clinical Genetics,nervous_system:20; eye:6; development_and_growth:1,20,27,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615075,Neurodevelopmental disorder with spastic diplegia and visual defects,Neurology,Ophthalmology; Clinical Genetics,nervous_system:15; eye:4; skeletal_system:3; digestive_system:2; development_and_growth:2,15,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615084,Mitochondrial DNA depletion syndrome 11,Neurology,Endocrinology / Metabolic Medicine; Orthopedics; Clinical Genetics,nervous_system:6; endocrine_metabolic_system:5; skeletal_system:4; cardiovascular_system:2; digestive_system:2; eye:2; respiratory_system:2; immune_connective_tissue:1; genitourinary_system:1,6,25,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615433,Chromosome 3q13.31 deletion syndrome,Neurology,Orthopedics; Nephrology / Urology; Clinical Genetics,nervous_system:8; skeletal_system:5; genitourinary_system:4; eye:4; ear:2,8,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615637,"Intellectual developmental disorder, autosomal recessive 41",Neurology,Orthopedics; Clinical Genetics,nervous_system:12; skeletal_system:8; immune_connective_tissue:2; digestive_system:2; cardiovascular_system:1; integument:1; eye:1; respiratory_system:1,12,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615722,Bosch-Boonstra-Schaaf optic atrophy syndrome,Ophthalmology,Neurology; ENT / Audiology; Clinical Genetics,eye:7; nervous_system:5; ear:4; skeletal_system:3; integument:2; digestive_system:1,7,22,moderate,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:615828,Vulto-van Silfout-de Vries syndrome,Neurology,Orthopedics; Dermatology; Clinical Genetics,nervous_system:11; skeletal_system:6; integument:5; immune_connective_tissue:1,11,23,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:616907,"Spastic paraplegia 76, autosomal recessive",Neurology,Clinical Genetics,nervous_system:22; skeletal_system:2; genitourinary_system:1; eye:1,22,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:617255,Lissencephaly 8,Neurology,Clinical Genetics,nervous_system:22; eye:3; skeletal_system:2; endocrine_metabolic_system:1,22,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618049,"Parkinsonism-dystonia, infantile, 2",Neurology,Clinical Genetics,nervous_system:17; endocrine_metabolic_system:4; genitourinary_system:3; integument:1; eye:1,17,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618092,"Intellectual developmental disorder with dysmorphic facies, speech delay, and T-cell abnormalities",Neurology,Clinical Immunology / Rheumatology; Ophthalmology; Clinical Genetics,nervous_system:9; immune_connective_tissue:4; eye:3; blood_system:2; integument:1; digestive_system:1; respiratory_system:1,9,21,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618124,"Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development",Neurology,Clinical Genetics,nervous_system:15; eye:3; skeletal_system:3; development_and_growth:2; genitourinary_system:1,15,24,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618228,"Mitochondrial complex I deficiency, nuclear type 6",Neurology,Endocrinology / Metabolic Medicine; Ophthalmology; Clinical Genetics,nervous_system:10; endocrine_metabolic_system:5; eye:4; cardiovascular_system:2; respiratory_system:2; digestive_system:1; development_and_growth:1,10,25,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618276,"Neurodegeneration, childhood-onset, with cerebellar atrophy",Neurology,Clinical Genetics,nervous_system:17; eye:4; development_and_growth:2; digestive_system:1; skeletal_system:1; respiratory_system:1,17,26,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
OMIM:618426,"Encephalopathy, acute, infection-induced, susceptibility to, 9",Neurology,Pulmonology; Gastroenterology / Hepatology; Clinical Genetics,nervous_system:13; respiratory_system:5; digestive_system:4; endocrine_metabolic_system:2; immune_connective_tissue:1; integument:1; skeletal_system:1; development_and_growth:1,13,28,high,yes,Positive HPO phenotype annotations mapped through HPO is_a organ-system ancestry; primary specialty is the highest-scoring department.,2026-09-02,https://obophenotype.github.io/human-phenotype-ontology/annotations/phenotype_hpoa/,https://www.abms.org/member-boards/specialty-subspecialty-certificates/,yes
